Job_Title,Company_Name,City_State,Company_Rating,salary_Range,Post_Date
Data Scientist - Metrics & Product Validation,Aurora,"Palo Alto, CA",2.6,$61K-$104K (Glassdoor Est.),14d
Senior Technical Data Analyst,Intuit,"Mountain View, CA",4.6,$104K-$177K (Glassdoor Est.),9d
Data Engineer Intern,"Gotion, Inc.","Fremont, CA",4.2,NA,16d
Business Intelligence Analyst,Technosoft Global,"Santa Clara, CA",4.1,NA,15d
"Apple One Business Data Scientist, Apple Media Products Data Science - Cupertino",Apple,"Santa Clara, CA",4.2,$115K-$183K (Glassdoor Est.),17d
"Search - Data Scientist, Experimentation and User Study",JD.com,"Mountain View, CA",3.7,$112K-$181K (Glassdoor Est.),15d
"Scientist, Applied Bioinformatics",10x Genomics,"Pleasanton, CA",4.4,$100K-$159K (Glassdoor Est.),14d
Manager 3 Data and Analytics,Intuit,"Mountain View, CA",4.6,$114K-$191K (Glassdoor Est.),21d
"Data Scientist III, Growth Analytics",Livongo,"Mountain View, CA",4.7,$121K-$194K (Glassdoor Est.),24h
AI Scientist,Electronic Arts,"Redwood City, CA",4,$94K-$156K (Glassdoor Est.),7d
Data Scientist - Payment,DiDi Labs,"Mountain View, CA",NA,NA,14d
Cybersecurity Data Scientist,Lawrence Livermore National Laboratory,"Livermore, CA",4.7,$106K-$168K (Glassdoor Est.),11d
Principal Data Scientist,Cisco Systems,"San Jose, CA",4.2,$125K-$198K (Glassdoor Est.),24h
AI/ML- Machine Learning Engineer,Apple,"Santa Clara, CA",4.2,$122K-$196K (Glassdoor Est.),24h
Principal Data Scientist,Ordr,"Santa Clara, CA",NA,NA,13d
BI Data Analyst,Digital Dhara,"San Jose, CA",2.8,NA,24h
Machine Learning Engineer,InfoWay Solutions LLC,"Sunnyvale, CA",2.6,NA,15d
"Data Science Manager, SBG",Facebook,"Menlo Park, CA",4.6,$138K-$220K (Glassdoor Est.),23d
Data Scientist - Risk,Step Mobile,"Palo Alto, CA",4.2,NA,15d
"Deep Learning / NLP Data Scientist || Sunnyvale, CA || (Only W2) ||",SOFTHQ INC,"Sunnyvale, CA",3.6,$83K-$143K (Glassdoor Est.),4d
Data Scientist Intern,Joby Aviation,"San Carlos, CA",4.1,NA,25d
Project Scientist - Data Analytics,SLAC National Accelerator Laboratory,"Menlo Park, CA",3.6,$106K-$169K (Glassdoor Est.),15d
"Data Scientist, Analytics - Ads Delivery",Facebook,"Menlo Park, CA",4.6,$119K-$188K (Glassdoor Est.),26d
"Senior Machine Learning Scientist - Bay Area, CA",Tempus Labs,"Redwood City, CA",3.3,$141K-$228K (Glassdoor Est.),5d
Business Intelligence Analyst,PayPal,"San Jose, CA",3.9,$61K-$122K (Glassdoor Est.),24h
Data Scientist,Teknatio,"Menlo Park, CA",5,NA,15d
Machine Learning Engineer - ML Platform,Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),6d
Machine Learning Engineer -Trust and Safety,TikTok,"Mountain View, CA",4.1,NA,20d
Big Data Engineer,SpringML,"Pleasanton, CA",4.4,$96K-$96K (Glassdoor Est.),7d
Data Analyst,Zipongo,"San Jose, CA",4,$103K-$155K (Glassdoor Est.),19d
"Research Scientist, Planner/Behavior Prediction",Nuro,"Mountain View, CA",4.3,$90K-$169K (Glassdoor Est.),10d
"AI/ML - Machine Learning Scientist, Siri Understanding",Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),7d
Staff Data Scientist,Proofpoint,"Sunnyvale, CA",3.8,$123K-$196K (Glassdoor Est.),14d
BI Data Analyst,Tekreliance LLC,"San Jose, CA",3.5,$46K-$83K (Glassdoor Est.),7d
Supply Chain Data Analyst,Softcom Systems,"San Jose, CA",4.3,$69K-$121K (Glassdoor Est.),21d
Data Scientist,Kinect,"Palo Alto, CA",NA,NA,14d
Principal Data Scientist,Harnham,"Cupertino, CA",4.1,NA,4d
Big Data Engineer,Brooksource,"San Jose, CA",4.4,NA,5d
Principal Data Scientist,Sage,"San Jose, CA",4.3,$107K-$170K (Glassdoor Est.),6d
AI / ML Engineer - Data Scientist - San Francisco Bay,Flexon Technologies Inc,"Sunnyvale, CA",3.9,NA,5d
"Data Science Engineering, Machine Learning",MuleSoft,"Palo Alto, CA",4.4,$115K-$198K (Glassdoor Est.),27d
Senior Data Scientist,PayPal,"San Jose, CA",3.9,$116K-$188K (Glassdoor Est.),5d
Data Scientist - Vulnerability,One Concern,"Menlo Park, CA",3.4,NA,15d
Data Scientist,"nexus IT group, Inc.","Mountain View, CA",NA,NA,26d
"Data Scientist Intern, Analytics (PhD)",Facebook,"Menlo Park, CA",4.6,NA,24h
"Data Scientist, SPG Systems Engineering",Apple,"Santa Clara, CA",4.2,$117K-$186K (Glassdoor Est.),7d
"Research Scientist, AI",Facebook,"Menlo Park, CA",4.6,$122K-$223K (Glassdoor Est.),24h
Data Scientist,Kforce,"Pleasanton, CA",4.1,NA,25d
Staff Machine Learning Engineer,Intuit,"Mountain View, CA",4.6,$139K-$242K (Glassdoor Est.),1d
Data Scientist Intern,Sony PlayStation,"San Mateo, CA",3.7,NA,25d
Senior Data Scientist - Business Growth,JD.com,"Mountain View, CA",3.7,$126K-$203K (Glassdoor Est.),24h
"Data Scientist, Triage - McD Tech Labs",McDonald's Corporate,"Mountain View, CA",3.5,$76K-$122K (Glassdoor Est.),9d
Big Data Engineer (DW/ETL),Intuit,"Mountain View, CA",4.6,$87K-$157K (Glassdoor Est.),1d
"Data Scientist Intern, PhD, Summer",Google,"Palo Alto, CA",4.5,$119K-$194K (Glassdoor Est.),18d
Marketing Data Analyst,Aquent,"Menlo Park, CA",4,NA,13d
Data Analyst Intern,eBay,"San Jose, CA",3.7,NA,20d
SMART Platform Lab Data Scientist,NTT DATA,"Palo Alto, CA",3.4,$143K-$226K (Glassdoor Est.),3d
Machine Learning Engineer - iCloud Education Team,Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),6d
Senior Data Scientist,Two95 International Inc.,"Foster City, CA",4,NA,5d
Business Intelligence Analyst,Nextgen Technologies,"San Jose, CA",4.2,$49K-$101K (Glassdoor Est.),6d
Senior Data Scientist - Security,Snowflake,"San Mateo, CA",4.2,$153K-$239K (Glassdoor Est.),13d
Data Science Engineer,Dtex Systems,"San Jose, CA",4.3,$127K-$157K (Glassdoor Est.),24h
"Senior Data Scientist, Machine Learning",Atlassian,"Mountain View, CA",4.5,$117K-$187K (Glassdoor Est.),15d
Principal Data Scientist,Ntelicor,"Sunnyvale, CA",4.6,NA,24h
Machine Learning Scientist I,Intelligence Communications and Engineering ,"Livermore, CA",4.7,NA,19d
Department of Applied Data Science Lecturer Pool,California State University,"San Jose, CA",4.2,$80K-$133K (Glassdoor Est.),5d
"Upstart - Data Scientist, Machine Learning / Deep Learning Specialist",V3 Talent Partners Inc.,"San Carlos, CA",NA,$110K-$145K (Glassdoor Est.),5d
Data Science Intern,McAfee,"Santa Clara, CA",3.6,NA,4d
Data Engineer,AppLovin,"Palo Alto, CA",4.8,$108K-$199K (Glassdoor Est.),7d
Data Science Internship,Vectra,"San Jose, CA",2.8,NA,14d
"AI/ML - Machine Learning Engineer, Siri Understanding",Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),13d
"Senior Scientist, Enzyme Engineering","GenapSys, Inc.","Redwood City, CA",3.6,$88K-$180K (Glassdoor Est.),6d
"Upstart - Data Scientist, Statistical Modeling Specialist",V3 Talent Partners Inc.,"San Carlos, CA",NA,$92K-$125K (Glassdoor Est.),5d
"Data Scientist, Assay Development","GRAIL, Inc.","Menlo Park, CA",4,NA,15d
"Machine Learning Engineer, 1+ Years Experience",Snap,"Mountain View, CA",3.9,$124K-$211K (Glassdoor Est.),11d
Data Scientist – Intern,C3.ai,"Redwood City, CA",4.5,NA,24h
Computer Vision Scientist,Matroid,"Palo Alto, CA",5,NA,12d
Data Analyst - Payements,Ursus,"Menlo Park, CA",4.5,NA,4d
"Senior Deep Learning Data Scientist, RAPIDS - AI",NVIDIA,"Santa Clara, CA",4.7,$143K-$170K (Glassdoor Est.),20d
Data Scientist,"Hyundai Kia America Technical Center, Inc. (HATCI)","Mountain View, CA",NA,NA,27d
Data Scientist - Construction Operations,Tesla,"Fremont, CA",3.5,$87K-$139K (Glassdoor Est.),14d
Sr. Data Scientist: Attribution Modeling,FocusKPI Inc.,"San Jose, CA",3.3,$131K-$208K (Glassdoor Est.),24h
Data Science Instructor,IntelliPro Group Inc.,"Santa Clara, CA",4.2,$66K-$111K (Glassdoor Est.),18d
"Senior Scientist, Machine Learning",Niantic,"Sunnyvale, CA",3.9,$132K-$227K (Glassdoor Est.),12d
Senior Data Scientist (Customer Analytics),Coupang,"Mountain View, CA",3.6,$86K-$140K (Glassdoor Est.),20d
Marketing Data Scientist Lead,Adobe,"San Jose, CA",4.3,$138K-$228K (Glassdoor Est.),24h
"Machine Learning Engineer, Comment",TikTok,"Mountain View, CA",4.1,NA,21d
Data Scientist,Viaduct,"Menlo Park, CA",5,NA,27d
Senior Machine Learning Engineer/Data Scientist,Ellie Mae,"Pleasanton, CA",3.2,$118K-$197K (Glassdoor Est.),24h
Quantitative Trader/Data Scientist,Big Data Federation,"Santa Clara, CA",NA,NA,15d
"Senior Data Scientist, Ad Platforms-Data Insights",Apple,"Santa Clara, CA",4.2,$141K-$225K (Glassdoor Est.),7d
"AI/ML - Machine Learning R&D Scientist, Machine Translation",Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),11d
Data Analyst,Stanford University,"Stanford, CA",4.3,$52K-$96K (Glassdoor Est.),5d
Machine Learning Engineer,Intuitive,"Sunnyvale, CA",5,NA,6d
"Sr. Analyst, Data Science for Payments",PayPal,"San Jose, CA",3.9,$68K-$122K (Glassdoor Est.),10d
Senior Data Scientist,SAP,"Palo Alto, CA",4.6,$113K-$180K (Glassdoor Est.),4d
Data Scientist,LIVE OBJECTS,"Palo Alto, CA",NA,NA,15d
Sr. Business Data Analyst,Intuit,"Mountain View, CA",4.6,$89K-$155K (Glassdoor Est.),23d
"Data Science Intern, GeForce NOW",NVIDIA,"Santa Clara, CA",4.7,NA,24h
Data Analyst Bachelor's (Intern) - United States,Cisco Systems,"San Jose, CA",4.2,NA,15d
Staff Data Scientist - GEC - Personalization,Walmart,"Sunnyvale, CA",3.3,$133K-$218K (Glassdoor Est.),24h
Data Modeler,Auritas,"San Jose, CA",4.4,$92K-$153K (Glassdoor Est.),5d
"Principal Data Scientist, Machine Learning",Atlassian,"Mountain View, CA",4.5,$139K-$222K (Glassdoor Est.),15d
Data Analyst III,Mackin,"Menlo Park, CA",3.4,NA,12d
Business Intelligence Data Analyst,Ursus,"Menlo Park, CA",4.5,NA,12d
Assay Development Scientist,Seer,"Redwood City, CA",5,NA,7d
Quantitative Researcher (Health Impact),Facebook,"Menlo Park, CA",4.6,$86K-$170K (Glassdoor Est.),24h
Data Analyst,Taos,"San Jose, CA",4.2,$77K-$135K (Glassdoor Est.),9d
Principal Data Scientist,"Ordr, Inc.","Santa Clara, CA",5,NA,21d
Lead Data Analyst,Freedom Financial,"San Mateo, CA",2.2,$55K-$94K (Glassdoor Est.),6d
Senior Data Scientist/Statistician,Align Technology,"San Jose, CA",4.4,$123K-$195K (Glassdoor Est.),4d
Data Analyst,Stockpile,"Palo Alto, CA",3.5,NA,8d
"Data Analyst, Autonomy Operations",Nuro,"Mountain View, CA",4.3,$58K-$105K (Glassdoor Est.),24d
Machine Learning Engineer Intern,"Samsung Semiconductor, Inc.","San Jose, CA",3,NA,16d
"Core Data Science Intern, GRAph Science & Statistics Research (PhD)",Facebook,"Menlo Park, CA",4.6,NA,21d
Associate Scientist 1,Illumina,"Foster City, CA",4,$57K-$111K (Glassdoor Est.),13d
Machine Learning Engineer,DiDi Labs,"Mountain View, CA",NA,NA,11d
Senior Data Scientist/Statistician,AlignTech,"San Jose, CA",NA,NA,24h
"Machine Learning Scientist - Bay Area, CA",Tempus Labs,"Redwood City, CA",3.3,$102K-$144K (Glassdoor Est.),21d
Big Data Engineer,Shape Security,"Mountain View, CA",4.2,$108K-$135K (Glassdoor Est.),6d
Payments Analytics Manager,eBay Inc.,"San Jose, CA",3.7,$144K-$255K (Glassdoor Est.),24h
Business Intelligence Analyst,Tesla,"Fremont, CA",3.5,$50K-$100K (Glassdoor Est.),24h
Data Analyst - Marketing & Sales Solutions,McKinsey & Company,"San Jose, CA",4.4,$69K-$120K (Glassdoor Est.),20d
Data Scientist Technical Lead,Google,"Mountain View, CA",4.5,$149K-$241K (Glassdoor Est.),11d
Machine Learning Scientist - Computer Vision,Spring Discovery,"San Carlos, CA",4,NA,7d
Analytics Consultant,IQVIA,"San Mateo, CA",3.7,$78K-$120K (Glassdoor Est.),24h
"AI/ML - Sr. Data Scientist, Siri Data",Apple,"Santa Clara, CA",4.2,$141K-$225K (Glassdoor Est.),19d
Sr. Applied Scientist- AWS AI,Amazon.com Services LLC,"East Palo Alto, CA",3.9,$135K-$210K (Glassdoor Est.),24h
Senior Data Scientist,Electronic Arts,"Redwood City, CA",4,$144K-$227K (Glassdoor Est.),3d
Principal Data Scientist,Veritas Technologies,"Santa Clara, CA",3.3,$166K-$265K (Glassdoor Est.),15d
Business Analyst/Data Scientist,ACL Digital,"Menlo Park, CA",3.2,$45K-$84K (Glassdoor Est.),24h
Data Analyst,Fiserv,"Sunnyvale, CA",3.2,$58K-$99K (Glassdoor Est.),27d
"Staff Data Scientist, eComm",Walmart,"Sunnyvale, CA",3.3,$133K-$218K (Glassdoor Est.),14d
Data Analyst Intern,Lumentum Operations LLC,"San Jose, CA",3.7,NA,24h
Principal Data Scientist,GSN Games,"Mountain View, CA",4.5,NA,17d
Analytics Software – Machine Learning Scientist,FICO,"San Jose, CA",3.7,$90K-$159K (Glassdoor Est.),5d
EV Infrastructure Data Scientist Internship (Spring 2021) ,Tesla,"Palo Alto, CA",3.5,NA,21d
Data Science Content Author,Wiley,"Los Gatos, CA",3.5,$104K-$166K (Glassdoor Est.),24h
Research Scientist (Machine Learning and Artificial Intelligence),Samsung Research America,"Mountain View, CA",3,$86K-$152K (Glassdoor Est.),15d
"Senior Data Scientist, eComm",Walmart,"Sunnyvale, CA",3.3,$122K-$190K (Glassdoor Est.),3d
Senior Data Scientist (Risk),Earnin,"Palo Alto, CA",3.7,$131K-$207K (Glassdoor Est.),24h
Data Modeler,KPI Partners,"Newark, CA",3.6,$113K-$121K (Glassdoor Est.),7d
Scientist,Bio-Techne,"San Jose, CA",3.6,$65K-$140K (Glassdoor Est.),11d
GCP Data Engineer,softsnippets,"San Jose, CA",NA,NA,3d
Principal Data Scientist | CA-Cupertino,HopHR,"Cupertino, CA",NA,$172K-$192K (Glassdoor Est.),16d
Lead Data Scientist,CVS Health,"Cupertino, CA",2.9,$127K-$202K (Glassdoor Est.),18d
Data Analyst,"PDS Tech, Inc.","Cupertino, CA",3.9,NA,6d
Machine Learning Engineer,Splunk,"San Jose, CA",4.1,$123K-$211K (Glassdoor Est.),20d
GCP Data Engineer,SSIT,"San Jose, CA",3.1,NA,11d
(Senior) Data Scientist - Tencent Games,Tencent,"Palo Alto, CA",4.2,$106K-$168K (Glassdoor Est.),14d
Business Intelligence Analyst,Albertsons Companies,"Pleasanton, CA",3.4,$60K-$117K (Glassdoor Est.),24h
Data Engineer Bachelor's (Intern) - United States,Cisco Systems,"San Jose, CA",4.2,NA,14d
Machine Learning Engineer - Perception ML Systems,Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),17d
Data Engineer II,CDK Global,"San Jose, CA",3.1,$85K-$159K (Glassdoor Est.),1d
Applied Machine Learning Engineer,ByteDance,"Mountain View, CA",3.8,$82K-$143K (Glassdoor Est.),7d
Cloud Data Engineer - GCP,Onstak,"San Jose, CA",2.1,$98K-$134K (Glassdoor Est.),15d
"Autopilot, Deep Learning Engineer/Scientist",Tesla,"Palo Alto, CA",3.5,$105K-$180K (Glassdoor Est.),14d
Data Analyst - French Language Specialist,Rose International,"Cupertino, CA",4.4,NA,6d
Senior Data Scientist - Nationwide Opportunities,Amazon,"East Palo Alto, CA",3.9,$134K-$215K (Glassdoor Est.),27d
Lead Data Scientist - Analyst,Sony Corporation of America,"San Jose, CA",3.7,$109K-$177K (Glassdoor Est.),15d
Research Scientist,Upstart,"San Mateo, CA",4.4,$78K-$152K (Glassdoor Est.),3d
Machine Learning Engineer - Ads Core,TikTok,"Mountain View, CA",4.1,NA,25d
Senior Data Scientist,Mobileum,"Cupertino, CA",3,$114K-$183K (Glassdoor Est.),18d
"Data Engineer, Analytics, Intern",Facebook,"Menlo Park, CA",4.6,NA,26d
Maps Search Machine Learning Engineer,Apple,"Santa Clara, CA",4.2,$137K-$214K (Glassdoor Est.),15d
Data Analyst,RGP,"San Jose, CA",4,NA,21d
"Machine Learning Engineer, 5+ Years Experience",Snap,"Mountain View, CA",3.9,$151K-$256K (Glassdoor Est.),11d
Data Analyst,IntelliPro Group Inc.,"San Jose, CA",4.2,NA,21d
Business Intelligence Analyst,NGUSoft,"Fremont, CA",4.4,NA,15d
Senior Data Scientist - Redwood City,MOLOCO,"Redwood City, CA",4.3,NA,14d
Scientist - Assay Development,Talis Biomedical Corp,"Menlo Park, CA",3.2,NA,26d
"Data Science Manager, Instagram Well-being (Equity & Inclusion)",Facebook,"Menlo Park, CA",4.6,$138K-$220K (Glassdoor Est.),24h
Data Analyst,TechNet Inc.,"San Jose, CA",5,$65K-$129K (Glassdoor Est.),18d
Data Engineer,Boston Services,"San Jose, CA",NA,NA,24h
Data Analyst,enexusglobal,"Sunnyvale, CA",NA,NA,6d
Machine Learning Engineer- iPhone Operations,Apple,"Santa Clara, CA",4.2,$137K-$214K (Glassdoor Est.),3d
PhD University Grad Machine Learning Engineer,Pinterest,"Palo Alto, CA",3.9,$87K-$151K (Glassdoor Est.),24h
Machine Learning Scientist - News,Apple,"Santa Clara, CA",4.2,$142K-$167K (Glassdoor Est.),20d
NLP/ML Data Analytics Technical Architect,Optra Systems,"San Jose, CA",2.2,NA,15d
Staff Data Scientist – NLP,Wallmart E-commerce,"Sunnyvale, CA",NA,NA,15d
Machine Learning Engineer,Upstart,"San Mateo, CA",4.4,$99K-$165K (Glassdoor Est.),27d
Data Science - Combinatorics Research (Experienced),Sandia National Laboratories,"Livermore, CA",3.9,$98K-$158K (Glassdoor Est.),24h
"Machine Learning Engineer, Search",TikTok,"Mountain View, CA",4.1,NA,21d
AI/ML - Machine Learning Engineer/Scientist (NLP) - Siri Understanding,Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),20d
"Senior Data Scientist, Growth",Atlassian,"Mountain View, CA",4.5,$117K-$187K (Glassdoor Est.),12d
JD Digits AI Lab - Machine Learning Research Scientist,JD.com,"Mountain View, CA",3.7,$117K-$200K (Glassdoor Est.),24h
"Decision Scientist, AR/VR",Mackin,"Menlo Park, CA",3.4,NA,1d
Machine Learning Engineer,Robert Half,"Palo Alto, CA",3.6,NA,17d
Machine Learning Engineer,AppZen,"San Jose, CA",3.9,$107K-$183K (Glassdoor Est.),15d
"Data Analyst, Product Support Operations",Facebook,"Sunnyvale, CA",4.6,$86K-$159K (Glassdoor Est.),24h
Big Data Engineer,Nextgen Technologies,"San Jose, CA",4.2,$69K-$132K (Glassdoor Est.),5d
Senior Machine Learning Engineer,CyberCoders,"West Menlo Park, CA",4.2,NA,24h
Data Analyst - Redwood City via Company Shuttle!,Creative Circle,"Mountain View, CA",3.8,NA,20d
"Data Science Strategist, Connectivity",Apex Systems,"Menlo Park, CA",3.8,NA,13d
R&D Info Systems Analyst II / Data Scientist,"Netpace, Inc.","Foster City, CA",4,$51K-$118K (Glassdoor Est.),16d
Data Solutions Engineer,Citrine Informatics,"Redwood City, CA",4.6,NA,5d
Principal Clinical Data Scientist,Abbott Laboratories,"Santa Clara, CA",3.7,$150K-$236K (Glassdoor Est.),10d
GPU Machine Learning Engineer,Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),19d
Data Engineer,"Conch Technologies, Inc","San Jose, CA",4.6,$77K-$143K (Glassdoor Est.),7d
"Principal Data Architect, Google Cloud",Equinix,"Sunnyvale, CA",4.2,$153K-$244K (Glassdoor Est.),12d
Data Analyst Intern,VALUENEX Inc.,"Palo Alto, CA",5,NA,3d
"Senior Data Scientist - Remote, non-US",Agiloft,"Redwood City, CA",5,$115K-$183K (Glassdoor Est.),24h
Data Engineer - Customer Analytics Platform,Apple,"Santa Clara, CA",4.2,$119K-$206K (Glassdoor Est.),5d
Research Scientist — Machine Learning,Pilot AI,"Palo Alto, CA",5,$105K-$165K (Employer Est.),14d
Machine Learning Engineer - Risk,TikTok,"Mountain View, CA",4.1,NA,4d
"Principal Data Scientist, Bioinformatics",Roche,"Santa Clara, CA",4.1,$150K-$169K (Glassdoor Est.),13d
Senior Data Scientist / Software Engineer (Telematics Insurance),Tesla,"Palo Alto, CA",3.5,$117K-$186K (Glassdoor Est.),19d
Contract Data Engineer,Deloitte,"Sunnyvale, CA",3.8,$115K-$192K (Glassdoor Est.),15d
Senior Data Scientist,Quantifind,"Menlo Park, CA",4.3,$151K-$151K (Glassdoor Est.),25d
Spend Management Machine Learning Engineer,Workday,"Pleasanton, CA",4.1,$111K-$185K (Glassdoor Est.),11d
Maps Search Machine Learning Engineer/Scientist,Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),7d
Video Coding and Machine Learning Engineer,Apple,"Santa Clara, CA",4.2,$142K-$167K (Glassdoor Est.),11d
Lead Data Scientist/ Statistician,Staffwing Inc,"San Jose, CA",NA,NA,25d
DATA SCIENCE ARCHITECT,Belden,"Fremont, CA",3.6,$140K-$219K (Glassdoor Est.),21d
"Data Engineer, CRM",TikTok,"Mountain View, CA",4.1,NA,15d
"Siri - Machine Learning Engineer, Speech and Audio Systems",Apple,"Santa Clara, CA",4.2,$142K-$167K (Glassdoor Est.),17d
"Senior Machine Learning Engineer / Data Scientist, Machine Assisted Cognition",Toyota Research Institute,"Los Altos, CA",3.5,$151K-$260K (Glassdoor Est.),15d
Senior Data Scientist,NVIDIA,"Santa Clara, CA",4.7,$186K-$296K (Glassdoor Est.),13d
Staff Business Data Analysis,Intuit,"Mountain View, CA",4.6,$103K-$172K (Glassdoor Est.),20d
Machine Learning Engineer - Segmentation and Depth Estimation (TDG),Apple,"Santa Clara, CA",4.2,$122K-$196K (Glassdoor Est.),10d
Data Engineer,The Mom Project,"Sunnyvale, CA",4.7,NA,24h
"AI/ML- Machine Learning Engineer, Siri Search",Apple,"Santa Clara, CA",4.2,$122K-$196K (Glassdoor Est.),7d
Machine Learning Scientist - Knowledge Graphs,Tempus Labs,"Redwood City, CA",3.3,$107K-$177K (Glassdoor Est.),2d
Business Intelligence Analyst,SYNNEX Corporation,"Fremont, CA",3.5,$50K-$101K (Glassdoor Est.),15d
Entry-Level Data Science and AI Curriculum Developer,IBM,"San Jose, CA",3.8,$101K-$186K (Glassdoor Est.),4d
Health Data Analyst,Tri-City Health Center,"Fremont, CA",2.4,$46K-$83K (Glassdoor Est.),5d
Senior Data Scientist - Insights,Udemy,"Mountain View, CA",4.4,$115K-$185K (Glassdoor Est.),5d
"AI/ML - NLP Research Scientist, Siri Understanding",Apple,"Santa Clara, CA",4.2,$137K-$214K (Glassdoor Est.),19d
"Core Data Science Intern, Product Algorithms (PhD)",Facebook,"Menlo Park, CA",4.6,NA,21d
Data Analyst,Frontend Arts,"San Jose, CA",4.5,NA,22d
Business Intelligence Analyst,Natera,"San Carlos, CA",4,$71K-$132K (Glassdoor Est.),19d
Senior Data Scientist - Risk,Nauto,"Palo Alto, CA",3.6,$137K-$218K (Glassdoor Est.),24h
"Data Engineer, Data Platform",TikTok,"Mountain View, CA",4.1,NA,21d
Data Analyst,Mackin,"Menlo Park, CA",3.4,NA,4d
"AI/ML - Machine Learning Engineer, ML Platform & Technology",Apple,"Santa Clara, CA",4.2,$134K-$210K (Glassdoor Est.),18d
Big Data Engineer,Cognizant Technology Solutions,"Pleasanton, CA",3.7,$80K-$148K (Glassdoor Est.),7d
